CPU: ID 0x206a7, Processor Type 0x0, Family 0x6, Model 0x2a, Stepping 0x7
Northbridge: 8086:0104 (2nd generation (Sandy Bridge family) Core Processor (Mobile))
Southbridge: 8086:1c49 (HM65)
IGD: 8086:0126 (Intel(R) HD 3000 Graphics)

============= GPIOS =============

GPIOBASE = 0x0500 (IO)

gpiobase+0x0000: 0x39e3eddf (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x80884c20 (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0x86bde7de (GP_IO_SEL)
gpiobase+0x0004: 0xf6ff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0x70428921 (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0xe1f7f7de (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0xe309f6de (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00000000 (GPO_BLINK)
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DEFAULT
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DIFF
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0010     (GPI_NMI_EN)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN) DEFAULT
gpiobase+0x0028: 0x0010     (GPI_NMI_EN) DIFF
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x00006cca (GPI_INV)
gpiobase+0x002c: 0x00000000 (GPI_INV) DEFAULT
gpiobase+0x002c: 0x00006cca (GPI_INV) DIFF
gpiobase+0x0030: 0x32ff50fe (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300fe (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x30fc5000 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x0dddffc4 (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x128a0030 (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xfffcefc4 (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x5b56efc3 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x000007f0 (GPIO_USE_SEL3)
gpiobase+0x0040: 0x00000030 (GPIO_USE_SEL3) DEFAULT
gpiobase+0x0040: 0x000007c0 (GPIO_USE_SEL3) DIFF
gpiobase+0x0044: 0x00000820 (GP_IO_SEL3)
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3) DEFAULT
gpiobase+0x0044: 0x000007d0 (GP_IO_SEL3) DIFF
gpiobase+0x0048: 0x00000eff (GPIO_LVL3)
gpiobase+0x0048: 0x000000c0 (GPIO_LVL3) DEFAULT
gpiobase+0x0048: 0x00000e3f (GPIO_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (RESERVED)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x41000000 (GP_RST_SEL1)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DEFAULT
gpiobase+0x0060: 0x40000000 (GP_RST_SEL1) DIFF
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3)
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
0x080124: 0xffffffff
0x080128: 0xffffffff
0x08012c: 0xffffffff
0x080130: 0xffffffff
0x080134: 0xffffffff
0x080138: 0xffffffff
0x08013c: 0xffffffff
0x080140: 0xffffffff
0x080144: 0xffffffff
0x080148: 0xffffffff
0x08014c: 0xffffffff
0x080150: 0xffffffff
0x080154: 0xffffffff
0x080158: 0xffffffff
0x08015c: 0xffffffff
0x080160: 0xffffffff
0x080164: 0xffffffff
0x080168: 0xffffffff
0x08016c: 0xffffffff
0x080170: 0xffffffff
0x080174: 0xffffffff
0x080178: 0xffffffff
0x08017c: 0xffffffff
0x080180: 0xffffffff
0x080184: 0xffffffff
0x080188: 0xffffffff
0x08018c: 0xffffffff
0x080190: 0xffffffff
0x080194: 0xffffffff
0x080198: 0xffffffff
0x08019c: 0xffffffff
0x0801a0: 0xffffffff
0x0801a4: 0xffffffff
0x0801a8: 0xffffffff
0x0801ac: 0xffffffff
0x0801b0: 0xffffffff
0x0801b4: 0xffffffff
0x0801b8: 0xffffffff
0x0801bc: 0xffffffff
0x0801c0: 0xffffffff
0x0801c4: 0xffffffff
0x0801c8: 0xffffffff
0x0801cc: 0xffffffff
0x0801d0: 0xffffffff
0x0801d4: 0xffffffff
0x0801d8: 0xffffffff
0x0801dc: 0xffffffff
0x0801e0: 0xffffffff
0x0801e4: 0xffffffff
0x0801e8: 0xffffffff
0x0801ec: 0xffffffff
0x0801f0: 0xffffffff
0x0801f4: 0xffffffff
0x0801f8: 0xffffffff
0x0801fc: 0xffffffff
0x080200: 0xffffffff
0x080204: 0xffffffff
0x080208: 0xffffffff
0x08020c: 0xffffffff
0x080210: 0xffffffff
0x080214: 0xffffffff
0x080218: 0xffffffff
0x08021c: 0xffffffff
0x080220: 0xffffffff
0x080224: 0xffffffff
0x080228: 0xffffffff
0x08022c: 0xffffffff
0x080230: 0xffffffff
0x080234: 0xffffffff
0x080238: 0xffffffff
0x08023c: 0xffffffff
0x080240: 0xffffffff
0x080244: 0xffffffff
0x080248: 0xffffffff
0x08024c: 0xffffffff
0x080250: 0xffffffff
0x080254: 0xffffffff
0x080258: 0xffffffff
0x08025c: 0xffffffff
0x080260: 0xffffffff
0x080264: 0xffffffff
0x080268: 0xffffffff
0x08026c: 0xffffffff
0x080270: 0xffffffff
0x080274: 0xffffffff
0x080278: 0xffffffff
0x08027c: 0xffffffff
0x080280: 0xffffffff
0x080284: 0xffffffff
0x080288: 0xffffffff
0x08028c: 0xffffffff
0x080290: 0xffffffff
0x080294: 0xffffffff
0x080298: 0xffffffff
0x08029c: 0xffffffff
0x0802a0: 0xffffffff
0x0802a4: 0xffffffff
0x0802a8: 0xffffffff
0x0802ac: 0xffffffff
0x0802b0: 0xffffffff
0x0802b4: 0xffffffff
0x0802b8: 0xffffffff
0x0802bc: 0xffffffff
0x0802c0: 0xffffffff
0x0802c4: 0xffffffff
0x0802c8: 0xffffffff
0x0802cc: 0xffffffff
0x0802d0: 0xffffffff
0x0802d4: 0xffffffff
0x0802d8: 0xffffffff
0x0802dc: 0xffffffff
0x0802e0: 0xffffffff
0x0802e4: 0xffffffff
0x0802e8: 0xffffffff
0x0802ec: 0xffffffff
0x0802f0: 0xffffffff
0x0802f4: 0xffffffff
0x0802f8: 0xffffffff
0x0802fc: 0xffffffff
0x080300: 0xffffffff
0x080304: 0xffffffff
0x080308: 0xffffffff
0x08030c: 0xffffffff
0x080310: 0xffffffff
0x080314: 0xffffffff
0x080318: 0xffffffff
0x08031c: 0xffffffff
0x080320: 0xffffffff
0x080324: 0xffffffff
0x080328: 0xffffffff
0x08032c: 0xffffffff
0x080330: 0xffffffff
0x080334: 0xffffffff
0x080338: 0xffffffff
0x08033c: 0xffffffff
0x080340: 0xffffffff
0x080344: 0xffffffff
0x080348: 0xffffffff
0x08034c: 0xffffffff
0x080350: 0xffffffff
0x080354: 0xffffffff
0x080358: 0xffffffff
0x08035c: 0xffffffff
0x080360: 0xffffffff
0x080364: 0xffffffff
0x080368: 0xffffffff
0x08036c: 0xffffffff
0x080370: 0xffffffff
0x080374: 0xffffffff
0x080378: 0xffffffff
0x08037c: 0xffffffff
0x080380: 0xffffffff
0x080384: 0xffffffff
0x080388: 0xffffffff
0x08038c: 0xffffffff
0x080390: 0xffffffff
0x080394: 0xffffffff
0x080398: 0xffffffff
0x08039c: 0xffffffff
0x0803a0: 0xffffffff
0x0803a4: 0xffffffff
0x0803a8: 0xffffffff
0x0803ac: 0xffffffff
0x0803b0: 0xffffffff
0x0803b4: 0xffffffff
0x0803b8: 0xffffffff
0x0803bc: 0xffffffff
0x0803c0: 0xffffffff
0x0803c4: 0xffffffff
0x0803c8: 0xffffffff
0x0803cc: 0xffffffff
0x0803d0: 0xffffffff
0x0803d4: 0xffffffff
0x0803d8: 0xffffffff
0x0803dc: 0xffffffff
0x0803e0: 0xffffffff
0x0803e4: 0xffffffff
0x0803e8: 0xffffffff
0x0803ec: 0xffffffff
0x0803f0: 0xffffffff
0x0803f4: 0xffffffff
0x0803f8: 0xffffffff
0x0803fc: 0xffffffff
0x080400: 0xffffffff
0x080404: 0xffffffff
0x080408: 0xffffffff
0x08040c: 0xffffffff
0x080410: 0xffffffff
0x080414: 0xffffffff
0x080418: 0xffffffff
0x08041c: 0xffffffff
0x080420: 0xffffffff
0x080424: 0xffffffff
0x080428: 0xffffffff
0x08042c: 0xffffffff
0x080430: 0xffffffff
0x080434: 0xffffffff
0x080438: 0xffffffff
0x08043c: 0xffffffff
0x080440: 0xffffffff
0x080444: 0xffffffff
0x080448: 0xffffffff
0x08044c: 0xffffffff
0x080450: 0xffffffff
0x080454: 0xffffffff
0x080458: 0xffffffff
0x08045c: 0xffffffff
0x080460: 0xffffffff
0x080464: 0xffffffff
0x080468: 0xffffffff
0x08046c: 0xffffffff
0x080470: 0xffffffff
0x080474: 0xffffffff
0x080478: 0xffffffff
0x08047c: 0xffffffff
0x080480: 0xffffffff
0x080484: 0xffffffff
0x080488: 0xffffffff
0x08048c: 0xffffffff
0x080490: 0xffffffff
0x080494: 0xffffffff
0x080498: 0xffffffff
0x08049c: 0xffffffff
0x0804a0: 0xffffffff
0x0804a4: 0xffffffff
0x0804a8: 0xffffffff
0x0804ac: 0xffffffff
0x0804b0: 0xffffffff
0x0804b4: 0xffffffff
0x0804b8: 0xffffffff
0x0804bc: 0xffffffff
0x0804c0: 0xffffffff
0x0804c4: 0xffffffff
0x0804c8: 0xffffffff
0x0804cc: 0xffffffff
0x0804d0: 0xffffffff
0x0804d4: 0xffffffff
0x0804d8: 0xffffffff
0x0804dc: 0xffffffff
0x0804e0: 0xffffffff
0x0804e4: 0xffffffff
0x0804e8: 0xffffffff
0x0804ec: 0xffffffff
0x0804f0: 0xffffffff
0x0804f4: 0xffffffff
0x0804f8: 0xffffffff
0x0804fc: 0xffffffff
0x080500: 0xffffffff
0x080504: 0xffffffff
0x080508: 0xffffffff
0x08050c: 0xffffffff
0x080510: 0xffffffff
0x080514: 0xffffffff
0x080518: 0xffffffff
0x08051c: 0xffffffff
0x080520: 0xffffffff
0x080524: 0xffffffff
0x080528: 0xffffffff
0x08052c: 0xffffffff
0x080530: 0xffffffff
0x080534: 0xffffffff
0x080538: 0xffffffff
0x08053c: 0xffffffff
0x080540: 0xffffffff
0x080544: 0xffffffff
0x080548: 0xffffffff
0x08054c: 0xffffffff
0x080550: 0xffffffff
0x080554: 0xffffffff
0x080558: 0xffffffff
0x08055c: 0xffffffff
0x080560: 0xffffffff
0x080564: 0xffffffff
0x080568: 0xffffffff
0x08056c: 0xffffffff
0x080570: 0xffffffff
0x080574: 0xffffffff
0x080578: 0xffffffff
0x08057c: 0xffffffff
0x080580: 0xffffffff
0x080584: 0xffffffff
0x080588: 0xffffffff
0x08058c: 0xffffffff
0x080590: 0xffffffff
0x080594: 0xffffffff
0x080598: 0xffffffff
0x08059c: 0xffffffff
0x0805a0: 0xffffffff
0x0805a4: 0xffffffff
0x0805a8: 0xffffffff
0x0805ac: 0xffffffff
0x0805b0: 0xffffffff
0x0805b4: 0xffffffff
0x0805b8: 0xffffffff
0x0805bc: 0xffffffff
0x0805c0: 0xffffffff
0x0805c4: 0xffffffff
0x0805c8: 0xffffffff
0x0805cc: 0xffffffff
0x0805d0: 0xffffffff
0x0805d4: 0xffffffff
0x0805d8: 0xffffffff
0x0805dc: 0xffffffff
0x0805e0: 0xffffffff
0x0805e4: 0xffffffff
0x0805e8: 0xffffffff
0x0805ec: 0xffffffff
0x0805f0: 0xffffffff
0x0805f4: 0xffffffff
0x0805f8: 0xffffffff
0x0805fc: 0xffffffff
0x080600: 0xffffffff
0x080604: 0xffffffff
0x080608: 0xffffffff
0x08060c: 0xffffffff
0x080610: 0xffffffff
0x080614: 0xffffffff
0x080618: 0xffffffff
0x08061c: 0xffffffff
0x080620: 0xffffffff
0x080624: 0xffffffff
0x080628: 0xffffffff
0x08062c: 0xffffffff
0x080630: 0xffffffff
0x080634: 0xffffffff
0x080638: 0xffffffff
0x08063c: 0xffffffff
0x080640: 0xffffffff
0x080644: 0xffffffff
0x080648: 0xffffffff
0x08064c: 0xffffffff
0x080650: 0xffffffff
0x080654: 0xffffffff
0x080658: 0xffffffff
0x08065c: 0xffffffff
0x080660: 0xffffffff
0x080664: 0xffffffff
0x080668: 0xffffffff
0x08066c: 0xffffffff
0x080670: 0xffffffff
0x080674: 0xffffffff
0x080678: 0xffffffff
0x08067c: 0xffffffff
0x080680: 0xffffffff
0x080684: 0xffffffff
0x080688: 0xffffffff
0x08068c: 0xffffffff
0x080690: 0xffffffff
0x080694: 0xffffffff
0x080698: 0xffffffff
0x08069c: 0xffffffff
0x0806a0: 0xffffffff
0x0806a4: 0xffffffff
0x0806a8: 0xffffffff
0x0806ac: 0xffffffff
0x0806b0: 0xffffffff
0x0806b4: 0xffffffff
0x0806b8: 0xffffffff
0x0806bc: 0xffffffff
0x0806c0: 0xffffffff
0x0806c4: 0xffffffff
0x0806c8: 0xffffffff
0x0806cc: 0xffffffff
0x0806d0: 0xffffffff
0x0806d4: 0xffffffff
0x0806d8: 0xffffffff
0x0806dc: 0xffffffff
0x0806e0: 0xffffffff
0x0806e4: 0xffffffff
0x0806e8: 0xffffffff
0x0806ec: 0xffffffff
0x0806f0: 0xffffffff
0x0806f4: 0xffffffff
0x0806f8: 0xffffffff
0x0806fc: 0xffffffff
0x080700: 0xffffffff
0x080704: 0xffffffff
0x080708: 0xffffffff
0x08070c: 0xffffffff
0x080710: 0xffffffff
0x080714: 0xffffffff
0x080718: 0xffffffff
0x08071c: 0xffffffff
0x080720: 0xffffffff
0x080724: 0xffffffff
0x080728: 0xffffffff
0x08072c: 0xffffffff
0x080730: 0xffffffff
0x080734: 0xffffffff
0x080738: 0xffffffff
0x08073c: 0xffffffff
0x080740: 0xffffffff
0x080744: 0xffffffff
0x080748: 0xffffffff
0x08074c: 0xffffffff
0x080750: 0xffffffff
0x080754: 0xffffffff
0x080758: 0xffffffff
0x08075c: 0xffffffff
0x080760: 0xffffffff
0x080764: 0xffffffff
0x080768: 0xffffffff
0x08076c: 0xffffffff
0x080770: 0xffffffff
0x080774: 0xffffffff
0x080778: 0xffffffff
0x08077c: 0xffffffff
0x080780: 0xffffffff
0x080784: 0xffffffff
0x080788: 0xffffffff
0x08078c: 0xffffffff
0x080790: 0xffffffff
0x080794: 0xffffffff
0x080798: 0xffffffff
0x08079c: 0xffffffff
0x0807a0: 0xffffffff
0x0807a4: 0xffffffff
0x0807a8: 0xffffffff
0x0807ac: 0xffffffff
0x0807b0: 0xffffffff
0x0807b4: 0xffffffff
0x0807b8: 0xffffffff
0x0807bc: 0xffffffff
0x0807c0: 0xffffffff
0x0807c4: 0xffffffff
0x0807c8: 0xffffffff
0x0807cc: 0xffffffff
0x0807d0: 0xffffffff
0x0807d4: 0xffffffff
0x0807d8: 0xffffffff
0x0807dc: 0xffffffff
0x0807e0: 0xffffffff
0x0807e4: 0xffffffff
0x0807e8: 0xffffffff
0x0807ec: 0xffffffff
0x0807f0: 0xffffffff
0x0807f4: 0xffffffff
0x0807f8: 0xffffffff
0x0807fc: 0xffffffff
0x080800: 0xffffffff
0x080804: 0xffffffff
0x080808: 0xffffffff
0x08080c: 0xffffffff
0x080810: 0xffffffff
0x080814: 0xffffffff
0x080818: 0xffffffff
0x08081c: 0xffffffff
0x080820: 0xffffffff
0x080824: 0xffffffff
0x080828: 0xffffffff
0x08082c: 0xffffffff
0x080830: 0xffffffff
0x080834: 0xffffffff
0x080838: 0xffffffff
0x08083c: 0xffffffff
0x080840: 0xffffffff
0x080844: 0xffffffff
0x080848: 0xffffffff
0x08084c: 0xffffffff
0x080850: 0xffffffff
0x080854: 0xffffffff
0x080858: 0xffffffff
0x08085c: 0xffffffff
0x080860: 0xffffffff
0x080864: 0xffffffff
0x080868: 0xffffffff
0x08086c: 0xffffffff
0x080870: 0xffffffff
0x080874: 0xffffffff
0x080878: 0xffffffff
0x08087c: 0xffffffff
0x080880: 0xffffffff
0x080884: 0xffffffff
0x080888: 0xffffffff
0x08088c: 0xffffffff
0x080890: 0xffffffff
0x080894: 0xffffffff
0x080898: 0xffffffff
0x08089c: 0xffffffff
0x0808a0: 0xffffffff
0x0808a4: 0xffffffff
0x0808a8: 0xffffffff
0x0808ac: 0xffffffff
0x0808b0: 0xffffffff
0x0808b4: 0xffffffff
0x0808b8: 0xffffffff
0x0808bc: 0xffffffff
0x0808c0: 0xffffffff
0x0808c4: 0xffffffff
0x0808c8: 0xffffffff
0x0808cc: 0xffffffff
0x0808d0: 0xffffffff
0x0808d4: 0xffffffff
0x0808d8: 0xffffffff
0x0808dc: 0xffffffff
0x0808e0: 0xffffffff
0x0808e4: 0xffffffff
0x0808e8: 0xffffffff
0x0808ec: 0xffffffff
0x0808f0: 0xffffffff
0x0808f4: 0xffffffff
0x0808f8: 0xffffffff
0x0808fc: 0xffffffff
0x080900: 0xffffffff
0x080904: 0xffffffff
0x080908: 0xffffffff
0x08090c: 0xffffffff
0x080910: 0xffffffff
0x080914: 0xffffffff
0x080918: 0xffffffff
0x08091c: 0xffffffff
0x080920: 0xffffffff
0x080924: 0xffffffff
0x080928: 0xffffffff
0x08092c: 0xffffffff
0x080930: 0xffffffff
0x080934: 0xffffffff
0x080938: 0xffffffff
0x08093c: 0xffffffff
0x080940: 0xffffffff
0x080944: 0xffffffff
0x080948: 0xffffffff
0x08094c: 0xffffffff
0x080950: 0xffffffff
0x080954: 0xffffffff
0x080958: 0xffffffff
0x08095c: 0xffffffff
0x080960: 0xffffffff
0x080964: 0xffffffff
0x080968: 0xffffffff
0x08096c: 0xffffffff
0x080970: 0xffffffff
0x080974: 0xffffffff
0x080978: 0xffffffff
0x08097c: 0xffffffff
0x080980: 0xffffffff
0x080984: 0xffffffff
0x080988: 0xffffffff
0x08098c: 0xffffffff
0x080990: 0xffffffff
0x080994: 0xffffffff
0x080998: 0xffffffff
0x08099c: 0xffffffff
0x0809a0: 0xffffffff
0x0809a4: 0xffffffff
0x0809a8: 0xffffffff
0x0809ac: 0xffffffff
0x0809b0: 0xffffffff
0x0809b4: 0xffffffff
0x0809b8: 0xffffffff
0x0809bc: 0xffffffff
0x0809c0: 0xffffffff
0x0809c4: 0xffffffff
0x0809c8: 0xffffffff
0x0809cc: 0xffffffff
0x0809d0: 0xffffffff
0x0809d4: 0xffffffff
0x0809d8: 0xffffffff
0x0809dc: 0xffffffff
0x0809e0: 0xffffffff
0x0809e4: 0xffffffff
0x0809e8: 0xffffffff
0x0809ec: 0xffffffff
0x0809f0: 0xffffffff
0x0809f4: 0xffffffff
0x0809f8: 0xffffffff
0x0809fc: 0xffffffff
0x080a00: 0xffffffff
0x080a04: 0xffffffff
0x080a08: 0xffffffff
0x080a0c: 0xffffffff
0x080a10: 0xffffffff
0x080a14: 0xffffffff
0x080a18: 0xffffffff
0x080a1c: 0xffffffff
0x080a20: 0xffffffff
0x080a24: 0xffffffff
0x080a28: 0xffffffff
0x080a2c: 0xffffffff
0x080a30: 0xffffffff
0x080a34: 0xffffffff
0x080a38: 0xffffffff
0x080a3c: 0xffffffff
0x080a40: 0xffffffff
0x080a44: 0xffffffff
0x080a48: 0xffffffff
0x080a4c: 0xffffffff
0x080a50: 0xffffffff
0x080a54: 0xffffffff
0x080a58: 0xffffffff
0x080a5c: 0xffffffff
0x080a60: 0xffffffff
0x080a64: 0xffffffff
0x080a68: 0xffffffff
0x080a6c: 0xffffffff
0x080a70: 0xffffffff
0x080a74: 0xffffffff
0x080a78: 0xffffffff
0x080a7c: 0xffffffff
0x080a80: 0xffffffff
0x080a84: 0xffffffff
0x080a88: 0xffffffff
0x080a8c: 0xffffffff
0x080a90: 0xffffffff
0x080a94: 0xffffffff
0x080a98: 0xffffffff
0x080a9c: 0xffffffff
0x080aa0: 0xffffffff
0x080aa4: 0xffffffff
0x080aa8: 0xffffffff
0x080aac: 0xffffffff
0x080ab0: 0xffffffff
0x080ab4: 0xffffffff
0x080ab8: 0xffffffff
0x080abc: 0xffffffff
0x080ac0: 0xffffffff
0x080ac4: 0xffffffff
0x080ac8: 0xffffffff
0x080acc: 0xffffffff
0x080ad0: 0xffffffff
0x080ad4: 0xffffffff
0x080ad8: 0xffffffff
0x080adc: 0xffffffff
0x080ae0: 0xffffffff
0x080ae4: 0xffffffff
0x080ae8: 0xffffffff
0x080aec: 0xffffffff
0x080af0: 0xffffffff
0x080af4: 0xffffffff
0x080af8: 0xffffffff
0x080afc: 0xffffffff
0x080b00: 0xffffffff
0x080b04: 0xffffffff
0x080b08: 0xffffffff
0x080b0c: 0xffffffff
0x080b10: 0xffffffff
0x080b14: 0xffffffff
0x080b18: 0xffffffff
0x080b1c: 0xffffffff
0x080b20: 0xffffffff
0x080b24: 0xffffffff
0x080b28: 0xffffffff
0x080b2c: 0xffffffff
0x080b30: 0xffffffff
0x080b34: 0xffffffff
0x080b38: 0xffffffff
0x080b3c: 0xffffffff
0x080b40: 0xffffffff
0x080b44: 0xffffffff
0x080b48: 0xffffffff
0x080b4c: 0xffffffff
0x080b50: 0xffffffff
0x080b54: 0xffffffff
0x080b58: 0xffffffff
0x080b5c: 0xffffffff
0x080b60: 0xffffffff
0x080b64: 0xffffffff
0x080b68: 0xffffffff
0x080b6c: 0xffffffff
0x080b70: 0xffffffff
0x080b74: 0xffffffff
0x080b78: 0xffffffff
0x080b7c: 0xffffffff
0x080b80: 0xffffffff
0x080b84: 0xffffffff
0x080b88: 0xffffffff
0x080b8c: 0xffffffff
0x080b90: 0xffffffff
0x080b94: 0xffffffff
0x080b98: 0xffffffff
0x080b9c: 0xffffffff
0x080ba0: 0xffffffff
0x080ba4: 0xffffffff
0x080ba8: 0xffffffff
0x080bac: 0xffffffff
0x080bb0: 0xffffffff
0x080bb4: 0xffffffff
0x080bb8: 0xffffffff
0x080bbc: 0xffffffff
0x080bc0: 0xffffffff
0x080bc4: 0xffffffff
0x080bc8: 0xffffffff
0x080bcc: 0xffffffff
0x080bd0: 0xffffffff
0x080bd4: 0xffffffff
0x080bd8: 0xffffffff
0x080bdc: 0xffffffff
0x080be0: 0xffffffff
0x080be4: 0xffffffff
0x080be8: 0xffffffff
0x080bec: 0xffffffff
0x080bf0: 0xffffffff
0x080bf4: 0xffffffff
0x080bf8: 0xffffffff
0x080bfc: 0xffffffff
0x080c00: 0xffffffff
0x080c04: 0xffffffff
0x080c08: 0xffffffff
0x080c0c: 0xffffffff
0x080c10: 0xffffffff
0x080c14: 0xffffffff
0x080c18: 0xffffffff
0x080c1c: 0xffffffff
0x080c20: 0xffffffff
0x080c24: 0xffffffff
0x080c28: 0xffffffff
0x080c2c: 0xffffffff
0x080c30: 0xffffffff
0x080c34: 0xffffffff
0x080c38: 0xffffffff
0x080c3c: 0xffffffff
0x080c40: 0xffffffff
0x080c44: 0xffffffff
0x080c48: 0xffffffff
0x080c4c: 0xffffffff
0x080c50: 0xffffffff
0x080c54: 0xffffffff
0x080c58: 0xffffffff
0x080c5c: 0xffffffff
0x080c60: 0xffffffff
0x080c64: 0xffffffff
0x080c68: 0xffffffff
0x080c6c: 0xffffffff
0x080c70: 0xffffffff
0x080c74: 0xffffffff
0x080c78: 0xffffffff
0x080c7c: 0xffffffff
0x080c80: 0xffffffff
0x080c84: 0xffffffff
0x080c88: 0xffffffff
0x080c8c: 0xffffffff
0x080c90: 0xffffffff
0x080c94: 0xffffffff
0x080c98: 0xffffffff
0x080c9c: 0xffffffff
0x080ca0: 0xffffffff
0x080ca4: 0xffffffff
0x080ca8: 0xffffffff
0x080cac: 0xffffffff
0x080cb0: 0xffffffff
0x080cb4: 0xffffffff
0x080cb8: 0xffffffff
0x080cbc: 0xffffffff
0x080cc0: 0xffffffff
0x080cc4: 0xffffffff
0x080cc8: 0xffffffff
0x080ccc: 0xffffffff
0x080cd0: 0xffffffff
0x080cd4: 0xffffffff
0x080cd8: 0xffffffff
0x080cdc: 0xffffffff
0x080ce0: 0xffffffff
0x080ce4: 0xffffffff
0x080ce8: 0xffffffff
0x080cec: 0xffffffff
0x080cf0: 0xffffffff
0x080cf4: 0xffffffff
0x080cf8: 0xffffffff
0x080cfc: 0xffffffff
0x080d00: 0xffffffff
0x080d04: 0xffffffff
0x080d08: 0xffffffff
0x080d0c: 0xffffffff
0x080d10: 0xffffffff
0x080d14: 0xffffffff
0x080d18: 0xffffffff
0x080d1c: 0xffffffff
0x080d20: 0xffffffff
0x080d24: 0xffffffff
0x080d28: 0xffffffff
0x080d2c: 0xffffffff
0x080d30: 0xffffffff
0x080d34: 0xffffffff
0x080d38: 0xffffffff
0x080d3c: 0xffffffff
0x080d40: 0xffffffff
0x080d44: 0xffffffff
0x080d48: 0xffffffff
0x080d4c: 0xffffffff
0x080d50: 0xffffffff
0x080d54: 0xffffffff
0x080d58: 0xffffffff
0x080d5c: 0xffffffff
0x080d60: 0xffffffff
0x080d64: 0xffffffff
0x080d68: 0xffffffff
0x080d6c: 0xffffffff
0x080d70: 0xffffffff
0x080d74: 0xffffffff
0x080d78: 0xffffffff
0x080d7c: 0xffffffff
0x080d80: 0xffffffff
0x080d84: 0xffffffff
0x080d88: 0xffffffff
0x080d8c: 0xffffffff
0x080d90: 0xffffffff
0x080d94: 0xffffffff
0x080d98: 0xffffffff
0x080d9c: 0xffffffff
0x080da0: 0xffffffff
0x080da4: 0xffffffff
0x080da8: 0xffffffff
0x080dac: 0xffffffff
0x080db0: 0xffffffff
0x080db4: 0xffffffff
0x080db8: 0xffffffff
0x080dbc: 0xffffffff
0x080dc0: 0xffffffff
0x080dc4: 0xffffffff
0x080dc8: 0xffffffff
0x080dcc: 0xffffffff
0x080dd0: 0xffffffff
0x080dd4: 0xffffffff
0x080dd8: 0xffffffff
0x080ddc: 0xffffffff
0x080de0: 0xffffffff
0x080de4: 0xffffffff
0x080de8: 0xffffffff
0x080dec: 0xffffffff
0x080df0: 0xffffffff
0x080df4: 0xffffffff
0x080df8: 0xffffffff
0x080dfc: 0xffffffff
0x080e00: 0xffffffff
0x080e04: 0xffffffff
0x080e08: 0xffffffff
0x080e0c: 0xffffffff
0x080e10: 0xffffffff
0x080e14: 0xffffffff
0x080e18: 0xffffffff
0x080e1c: 0xffffffff
0x080e20: 0xffffffff
0x080e24: 0xffffffff
0x080e28: 0xffffffff
0x080e2c: 0xffffffff
0x080e30: 0xffffffff
0x080e34: 0xffffffff
0x080e38: 0xffffffff
0x080e3c: 0xffffffff
0x080e40: 0xffffffff
0x080e44: 0xffffffff
0x080e48: 0xffffffff
0x080e4c: 0xffffffff
0x080e50: 0xffffffff
